cell_type,alpha_hat,miRNA
t_lymphocyte_cd4,0.0538518377671887,hsa-miR-1246
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1247-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1247-5p
t_lymphocyte_cd4,0.0677976279983725,hsa-miR-1248
t_lymphocyte_cd4,0.110543068978762,hsa-miR-1249-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1249-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1250-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1250-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1251-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1251-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1252-3p
t_lymphocyte_cd4,0.0538749781839576,hsa-miR-1252-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1253
t_lymphocyte_cd4,0.073423132708502,hsa-miR-1254
t_lymphocyte_cd4,0.0933255331411409,hsa-miR-1255a
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1255b-5p
t_lymphocyte_cd4,0.0537889213712575,hsa-miR-1256
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1257
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1258
t_lymphocyte_cd4,0.256399910689537,hsa-miR-125a-3p
t_lymphocyte_cd4,22.432741255685,hsa-miR-125a-5p
t_lymphocyte_cd4,0.0538365022897001,hsa-miR-125b-1-3p
t_lymphocyte_cd4,0.317290603965896,hsa-miR-125b-2-3p
t_lymphocyte_cd4,1.10987442535975,hsa-miR-125b-5p
t_lymphocyte_cd4,0.634391315131881,hsa-miR-126-3p
t_lymphocyte_cd4,1.16140727177215,hsa-miR-126-5p
t_lymphocyte_cd4,0.0696964331577996,hsa-miR-1260a
t_lymphocyte_cd4,3.63203737039144,hsa-miR-1260b
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1261
t_lymphocyte_cd4,0.0538749781839576,hsa-miR-1262
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1263
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1264
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1265
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1266-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1266-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1267
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1268a
t_lymphocyte_cd4,0.213476031742885,hsa-miR-1268b
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1269a
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1269b
t_lymphocyte_cd4,0.146610635660178,hsa-miR-127-3p
t_lymphocyte_cd4,0.0538749781839576,hsa-miR-127-5p
t_lymphocyte_cd4,0.0898398226794287,hsa-miR-1270
t_lymphocyte_cd4,0.0599959378530882,hsa-miR-1271-3p
t_lymphocyte_cd4,0.245258063639134,hsa-miR-1271-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1272
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1273a
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1273c
t_lymphocyte_cd4,0.0660858368724001,hsa-miR-1273d
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1273e
t_lymphocyte_cd4,0.0575071779913688,hsa-miR-1273f
t_lymphocyte_cd4,0.106103475908546,hsa-miR-1273g-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1273g-5p
t_lymphocyte_cd4,0.425482621099146,hsa-miR-1273h-3p
t_lymphocyte_cd4,0.0856180211596523,hsa-miR-1273h-5p
t_lymphocyte_cd4,1.26952334687851,hsa-miR-1275
t_lymphocyte_cd4,0.0691311140953643,hsa-miR-1276
t_lymphocyte_cd4,0.138000830477793,hsa-miR-1277-3p
t_lymphocyte_cd4,0.277035917885942,hsa-miR-1277-5p
t_lymphocyte_cd4,0.0834896340027183,hsa-miR-1278
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1279
t_lymphocyte_cd4,0.30430111714952,hsa-miR-128-1-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-128-2-5p
t_lymphocyte_cd4,2.41338993140313,hsa-miR-128-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1281
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1282
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1283
t_lymphocyte_cd4,0.0599489526604864,hsa-miR-1284
t_lymphocyte_cd4,0.490096768042111,hsa-miR-1285-3p
t_lymphocyte_cd4,0.0537889213712575,hsa-miR-1286
t_lymphocyte_cd4,0.0538365022897001,hsa-miR-1287-3p
t_lymphocyte_cd4,0.161758778851863,hsa-miR-1287-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1288-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1288-5p
t_lymphocyte_cd4,0.0538922749132341,hsa-miR-1289
t_lymphocyte_cd4,0.0538365022897001,hsa-miR-129-1-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-129-2-3p
t_lymphocyte_cd4,0.0538167442513646,hsa-miR-129-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1290
t_lymphocyte_cd4,0.129607776212643,hsa-miR-1291
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1292-3p
t_lymphocyte_cd4,0.0705443406489396,hsa-miR-1292-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1293
t_lymphocyte_cd4,0.0847176762391737,hsa-miR-1294
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1295a
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1295b-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1296-3p
t_lymphocyte_cd4,0.100408067306098,hsa-miR-1296-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1297
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1298-3p
t_lymphocyte_cd4,0.0548809745921917,hsa-miR-1298-5p
t_lymphocyte_cd4,0.0601201675014286,hsa-miR-1299
t_lymphocyte_cd4,0.390701275672529,hsa-miR-1301-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1301-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1302
t_lymphocyte_cd4,0.0605593036078851,hsa-miR-1303
t_lymphocyte_cd4,0.0539506718219545,hsa-miR-1304-3p
t_lymphocyte_cd4,0.0564676354581582,hsa-miR-1304-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1305
t_lymphocyte_cd4,0.0584797141514845,hsa-miR-1306-3p
t_lymphocyte_cd4,0.112714696404273,hsa-miR-1306-5p
t_lymphocyte_cd4,0.951403579734199,hsa-miR-1307-3p
t_lymphocyte_cd4,1.76581790491172,hsa-miR-1307-5p
t_lymphocyte_cd4,0.631101826027797,hsa-miR-130a-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-130a-5p
t_lymphocyte_cd4,0.968472955918188,hsa-miR-130b-3p
t_lymphocyte_cd4,0.496034157066054,hsa-miR-130b-5p
t_lymphocyte_cd4,0.653755566512853,hsa-miR-132-3p
t_lymphocyte_cd4,0.220169429151098,hsa-miR-132-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1321
t_lymphocyte_cd4,0.0573201590049485,hsa-miR-1322
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1323
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1324
t_lymphocyte_cd4,0.0839481946224688,hsa-miR-133a-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-133a-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-133b
t_lymphocyte_cd4,0.052811854336756,hsa-miR-134-3p
t_lymphocyte_cd4,0.0538922749132341,hsa-miR-134-5p
t_lymphocyte_cd4,0.0573039823521862,hsa-miR-1343-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1343-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-135a-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-135a-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-135b-3p
t_lymphocyte_cd4,0.0586641856484562,hsa-miR-135b-5p
t_lymphocyte_cd4,0.0676963039973231,hsa-miR-136-3p
t_lymphocyte_cd4,0.0572912029384017,hsa-miR-136-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-137
t_lymphocyte_cd4,0.0570958082767309,hsa-miR-138-1-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-138-2-3p
t_lymphocyte_cd4,0.230658750491996,hsa-miR-138-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-139-3p
t_lymphocyte_cd4,0.0711069238299801,hsa-miR-139-5p
t_lymphocyte_cd4,19.7475992673912,hsa-miR-140-3p
t_lymphocyte_cd4,1.05016000342751,hsa-miR-140-5p
t_lymphocyte_cd4,3.35997987559126,hsa-miR-141-3p
t_lymphocyte_cd4,0.146870657439176,hsa-miR-141-5p
t_lymphocyte_cd4,47.9584087723782,hsa-miR-142-3p
t_lymphocyte_cd4,576.943165372634,hsa-miR-142-5p
t_lymphocyte_cd4,0.311385297566269,hsa-miR-143-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-143-5p
t_lymphocyte_cd4,0.0859146745988262,hsa-miR-144-3p
t_lymphocyte_cd4,0.0938155186683532,hsa-miR-144-5p
t_lymphocyte_cd4,0.0561058644362354,hsa-miR-145-3p
t_lymphocyte_cd4,0.0586696590385812,hsa-miR-145-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1468-3p
t_lymphocyte_cd4,0.423766851434758,hsa-miR-1468-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1469
t_lymphocyte_cd4,0.140505981690823,hsa-miR-146a-3p
t_lymphocyte_cd4,43.5147032911356,hsa-miR-146a-5p
t_lymphocyte_cd4,4.85760026861351,hsa-miR-146b-3p
t_lymphocyte_cd4,160.394510979677,hsa-miR-146b-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1470
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1471
t_lymphocyte_cd4,0.052811854336756,hsa-miR-147a
t_lymphocyte_cd4,0.0856607984271141,hsa-miR-147b
t_lymphocyte_cd4,17.0801837980064,hsa-miR-148a-3p
t_lymphocyte_cd4,0.506403481761476,hsa-miR-148a-5p
t_lymphocyte_cd4,2.58031969415393,hsa-miR-148b-3p
t_lymphocyte_cd4,0.6448888237595,hsa-miR-148b-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-149-3p
t_lymphocyte_cd4,0.0671792426463827,hsa-miR-149-5p
t_lymphocyte_cd4,2.64141799863439,hsa-miR-150-3p
t_lymphocyte_cd4,512.180270763527,hsa-miR-150-5p
t_lymphocyte_cd4,5.99264049312819,hsa-miR-151a-3p
t_lymphocyte_cd4,5.12060699997621,hsa-miR-151b/151a-5p
t_lymphocyte_cd4,0.170676910266735,hsa-miR-152-3p
t_lymphocyte_cd4,0.0598957226036721,hsa-miR-152-5p
t_lymphocyte_cd4,0.392898032966097,hsa-miR-153-3p
t_lymphocyte_cd4,0.0876371918710471,hsa-miR-153-5p
t_lymphocyte_cd4,0.0745415821724156,hsa-miR-1537-3p
t_lymphocyte_cd4,0.0573236714229927,hsa-miR-1537-5p
t_lymphocyte_cd4,0.0573121802348769,hsa-miR-1538
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1539
t_lymphocyte_cd4,0.052811854336756,hsa-miR-154-3p
t_lymphocyte_cd4,0.0559365079801992,hsa-miR-154-5p
t_lymphocyte_cd4,0.0622562444419793,hsa-miR-155-3p
t_lymphocyte_cd4,13.1058327520806,hsa-miR-155-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1587
t_lymphocyte_cd4,0.0673000514376339,hsa-miR-15a-3p
t_lymphocyte_cd4,10.0857816616986,hsa-miR-15a-5p
t_lymphocyte_cd4,0.374818889861669,hsa-miR-15b-3p
t_lymphocyte_cd4,2.32193092450974,hsa-miR-15b-5p
t_lymphocyte_cd4,0.131267499147106,hsa-miR-16-1-3p
t_lymphocyte_cd4,2.33631921668608,hsa-miR-16-2-3p
t_lymphocyte_cd4,136.390793513977,hsa-miR-16-5p
t_lymphocyte_cd4,1.07919067471474,hsa-miR-17-3p
t_lymphocyte_cd4,2.48581719362941,hsa-miR-17-5p/106a-5p
t_lymphocyte_cd4,1.45109167631874,hsa-miR-181a-2-3p
t_lymphocyte_cd4,2.64669749890786,hsa-miR-181a-3p
t_lymphocyte_cd4,262.09868169554,hsa-miR-181a-5p
t_lymphocyte_cd4,0.0836689172478545,hsa-miR-181b-2-3p
t_lymphocyte_cd4,0.109297831341154,hsa-miR-181b-3p
t_lymphocyte_cd4,10.3547015665802,hsa-miR-181b-5p
t_lymphocyte_cd4,0.391744657235001,hsa-miR-181c-3p
t_lymphocyte_cd4,5.15043547205374,hsa-miR-181c-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-181d-3p
t_lymphocyte_cd4,0.585002041931176,hsa-miR-181d-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-182-3p
t_lymphocyte_cd4,0.470593309811884,hsa-miR-182-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1825
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1827
t_lymphocyte_cd4,0.052811854336756,hsa-miR-183-3p
t_lymphocyte_cd4,0.0894670540340211,hsa-miR-183-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-184
t_lymphocyte_cd4,0.110548813211014,hsa-miR-185-3p
t_lymphocyte_cd4,0.420184374434612,hsa-miR-185-5p
t_lymphocyte_cd4,0.0792151145251993,hsa-miR-186-3p
t_lymphocyte_cd4,71.9100841346609,hsa-miR-186-5p
t_lymphocyte_cd4,0.0550991684953126,hsa-miR-187-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-187-5p
t_lymphocyte_cd4,0.0612565109155711,hsa-miR-188-3p
t_lymphocyte_cd4,0.104909729885878,hsa-miR-188-5p
t_lymphocyte_cd4,0.270430797643373,hsa-miR-18a-3p
t_lymphocyte_cd4,0.364365861374806,hsa-miR-18a-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-18b-3p
t_lymphocyte_cd4,0.10914489436429,hsa-miR-18b-5p
t_lymphocyte_cd4,0.0549911592683578,hsa-miR-1908-3p
t_lymphocyte_cd4,0.0585451487299052,hsa-miR-1908-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1909-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1909-5p
t_lymphocyte_cd4,0.0538518377671887,hsa-miR-190a-3p
t_lymphocyte_cd4,0.104505343001413,hsa-miR-190a-5p
t_lymphocyte_cd4,0.238341229281397,hsa-miR-190b
t_lymphocyte_cd4,0.15340442317319,hsa-miR-191-3p
t_lymphocyte_cd4,46.7515372956481,hsa-miR-191-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1910-3p
t_lymphocyte_cd4,0.0549670545610639,hsa-miR-1910-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1911-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1911-5p
t_lymphocyte_cd4,0.0538749781839576,hsa-miR-1912
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1913
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1914-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1914-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1915-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-1915-5p
t_lymphocyte_cd4,0.0842274878796693,hsa-miR-192-3p
t_lymphocyte_cd4,0.0827914621849154,hsa-miR-193a-3p
t_lymphocyte_cd4,0.13120848254283,hsa-miR-193a-5p
t_lymphocyte_cd4,0.459465088129029,hsa-miR-193b-3p
t_lymphocyte_cd4,0.134108255322189,hsa-miR-193b-5p
t_lymphocyte_cd4,0.0670302830047337,hsa-miR-194-3p
t_lymphocyte_cd4,1.94469977927512,hsa-miR-194-5p
t_lymphocyte_cd4,0.0670143795625593,hsa-miR-195-3p
t_lymphocyte_cd4,0.255415899881773,hsa-miR-195-5p
t_lymphocyte_cd4,0.0538167442513646,hsa-miR-196a-3p
t_lymphocyte_cd4,0.0697434522515064,hsa-miR-196a-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-196b-3p
t_lymphocyte_cd4,0.267558009530731,hsa-miR-196b-5p
t_lymphocyte_cd4,2.27126371402068,hsa-miR-197-3p
t_lymphocyte_cd4,0.0538365022897001,hsa-miR-197-5p
t_lymphocyte_cd4,0.0707067302744564,hsa-miR-1972
t_lymphocyte_cd4,0.0549174640828696,hsa-miR-1973
t_lymphocyte_cd4,0.244715637489413,hsa-miR-1976
t_lymphocyte_cd4,0.052811854336756,hsa-miR-198
t_lymphocyte_cd4,0.67536855430823,hsa-miR-199a-3p
t_lymphocyte_cd4,0.0908837547208571,hsa-miR-199a-5p
t_lymphocyte_cd4,0.0930928988509466,hsa-miR-199b-3p
t_lymphocyte_cd4,0.455099834048892,hsa-miR-199b-5p
t_lymphocyte_cd4,2.04479098518571,hsa-miR-19a-3p
t_lymphocyte_cd4,0.18981389148144,hsa-miR-19a-5p
t_lymphocyte_cd4,0.0841771135828915,hsa-miR-19b-1-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-19b-2-5p
t_lymphocyte_cd4,10.3726586136284,hsa-miR-19b-3p
t_lymphocyte_cd4,0.259084654349334,hsa-miR-200a-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-200a-5p
t_lymphocyte_cd4,0.2306167133851,hsa-miR-200b-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-200b-5p
t_lymphocyte_cd4,0.430206302814625,hsa-miR-200c-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-200c-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-202-3p
t_lymphocyte_cd4,0.0537889213712575,hsa-miR-202-5p
t_lymphocyte_cd4,0.122615925904466,hsa-miR-203a-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-203a-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-203a/203b-5p
t_lymphocyte_cd4,0.053864374224618,hsa-miR-203b-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-204-3p
t_lymphocyte_cd4,0.0549015184665176,hsa-miR-204-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-205-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-205-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-2052
t_lymphocyte_cd4,0.052811854336756,hsa-miR-2053
t_lymphocyte_cd4,0.052811854336756,hsa-miR-2054
t_lymphocyte_cd4,0.052811854336756,hsa-miR-206
t_lymphocyte_cd4,0.052811854336756,hsa-miR-208a-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-208a-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-208b-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-208b-5p
t_lymphocyte_cd4,0.235261056176273,hsa-miR-20a-3p
t_lymphocyte_cd4,3.72783711363054,hsa-miR-20a-5p
t_lymphocyte_cd4,0.0572786766511935,hsa-miR-20b-3p
t_lymphocyte_cd4,0.382446036084093,hsa-miR-20b-5p
t_lymphocyte_cd4,6.29067024823033,hsa-miR-21-3p
t_lymphocyte_cd4,216.860318971557,hsa-miR-21-5p
t_lymphocyte_cd4,0.383905009282817,hsa-miR-210-3p
t_lymphocyte_cd4,0.157780361818698,hsa-miR-210-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-211-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-211-5p
t_lymphocyte_cd4,0.24346484044886,hsa-miR-2110
t_lymphocyte_cd4,0.052811854336756,hsa-miR-2113
t_lymphocyte_cd4,0.0766716664385219,hsa-miR-2114-3p
t_lymphocyte_cd4,0.0597868759789828,hsa-miR-2114-5p
t_lymphocyte_cd4,0.056069672486681,hsa-miR-2115-3p
t_lymphocyte_cd4,0.0548809745921917,hsa-miR-2115-5p
t_lymphocyte_cd4,0.0538518377671887,hsa-miR-2116-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-2116-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-2117
t_lymphocyte_cd4,0.198442040874736,hsa-miR-212-3p
t_lymphocyte_cd4,0.0991589110525147,hsa-miR-212-5p
t_lymphocyte_cd4,0.0550176254541259,hsa-miR-214-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-214-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-215-3p
t_lymphocyte_cd4,39.2338333205103,hsa-miR-215-5p/192-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-216a-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-216a-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-216b-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-216b-5p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-217
t_lymphocyte_cd4,0.052811854336756,hsa-miR-218-1-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-218-2-3p
t_lymphocyte_cd4,0.0538365022897001,hsa-miR-218-5p
t_lymphocyte_cd4,0.0815087894834374,hsa-miR-219a-1-3p
t_lymphocyte_cd4,0.052811854336756,hsa-miR-219a-2-3p
t_lymphocyte_cd4,0.162868016685561,hsa-miR-219a-5p
t_lymphocyte_cd4,0.0538167442513646,hsa-miR-219b-3p
t_lymphocyte_cd4,0.0550121048616414,hsa-miR-219b-5p
t_lymphocyte_cd4,58.8041254229374,hsa-miR-22-3p
t_lymphocyte_cd4,0.283579003702617,hsa-miR-22-5p
